Loan,Alpha_CH,Alpha_EU,Alpha_US
ABC7829,0.37,0,0
ABC7830,0.39,0,0
ABC7831,0.43,0,0
ABC7832,0.43,0,0
ABC7833,0.69,0,0
ABC7834,0.4,0,0
ABC7835,0.6,0,0
ABC7836,0.68,0,0
ABC7837,0.22,0,0
ABC7838,0.45,0,0
ABC7839,0.51,0,0
ABC7840,0.7,0,0
ABC7841,0.78,0,0
ABC7842,0.21,0,0
ABC7843,0.48,0,0
ABC7844,0.52,0,0
ABC7845,0.65,0,0
ABC7846,0.64,0,0
ABC7847,0.3,0,0
ABC7848,0.79,0,0
ABC7849,0.43,0,0
ABC7850,0.73,0,0
ABC7851,0.57,0,0
ABC7852,0.63,0,0
ABC7853,0.73,0,0
ABC7854,0.52,0,0
ABC7855,0.27,0,0
ABC7856,0.46,0,0
ABC7857,0.61,0,0
ABC7858,0.55,0,0
ABC7859,0.47,0,0
ABC7860,0.75,0,0
ABC7861,0.78,0,0
ABC7862,0.4,0,0
ABC7863,0.53,0,0
ABC7864,0.64,0,0
ABC7865,0.35,0,0
ABC7866,0.8,0,0
ABC7867,0.37,0,0
ABC7868,0.33,0,0
ABC7869,0.31,0,0
ABC7870,0.2,0,0
ABC7871,0.42,0,0
ABC7872,0.58,0,0
ABC7873,0.67,0,0
ABC7874,0.47,0,0
ABC7875,0.51,0,0
ABC7876,0.62,0,0
ABC7877,0.67,0,0
ABC7878,0.31,0,0
ABC7879,0.44,0,0
ABC7880,0.21,0,0
ABC7881,0.4,0,0
ABC7882,0.56,0,0
ABC7883,0.66,0,0
ABC7884,0.77,0,0
ABC7885,0.36,0,0
ABC7886,0.25,0,0
ABC7887,0.79,0,0
ABC7888,0.45,0,0
ABC7889,0.51,0,0
ABC7890,0.68,0,0
ABC7891,0.41,0,0
ABC7892,0.73,0,0
ABC7893,0.59,0,0
ABC7894,0.42,0,0
ABC7895,0.42,0,0
ABC7896,0.8,0,0
ABC7897,0.21,0,0
ABC7898,0.26,0,0
ABC7899,0.61,0,0
ABC7900,0.65,0,0
ABC7901,0.69,0,0
ABC7902,0.53,0,0
ABC7903,0.42,0,0
ABC7904,0.28,0,0
ABC7905,0.31,0,0
ABC7906,0.28,0,0
ABC7907,0.57,0,0
ABC7908,0.57,0,0
ABC7909,0.34,0,0
ABC7910,0.29,0,0
ABC7911,0.63,0,0
ABC7912,0.33,0,0
ABC7913,0.68,0,0
ABC7914,0.42,0,0
ABC7915,0.72,0,0
ABC7916,0.36,0,0
ABC7917,0.78,0,0
ABC7918,0.44,0,0
ABC7919,0.25,0,0
ABC7920,0.72,0,0
ABC7921,0.5,0,0
ABC7922,0.26,0,0
ABC7923,0.58,0,0
ABC7924,0.53,0,0
ABC7925,0.22,0,0
ABC7926,0.44,0,0
ABC7927,0.58,0,0
ABC7928,0.59,0,0
ABC7929,0.49,0,0
ABC7930,0.69,0,0
ABC7931,0.29,0,0
ABC7932,0.5,0,0
ABC7933,0.61,0,0
ABC7934,0.59,0,0
ABC7935,0.27,0,0
ABC7936,0.59,0,0
ABC7937,0.44,0,0
ABC7938,0.41,0,0
ABC7939,0.71,0,0
ABC7940,0.68,0,0
ABC7941,0.24,0,0
ABC7942,0.71,0,0
ABC7943,0.52,0,0
ABC7944,0.44,0,0
ABC7945,0.48,0,0
ABC7946,0.36,0,0
ABC7947,0.78,0,0
ABC7948,0.42,0,0
ABC7949,0.51,0,0
ABC7950,0.23,0,0
ABC7951,0.41,0,0
ABC7952,0.64,0,0
ABC7953,0.43,0,0
ABC7954,0.22,0,0
ABC7955,0.44,0,0
ABC7956,0.72,0,0
ABC7957,0.59,0,0
ABC7958,0.55,0,0
ABC7959,0.2,0,0
ABC7960,0.71,0,0
ABC7961,0.77,0,0
ABC7962,0.42,0,0
ABC7963,0.29,0,0
ABC7964,0.4,0,0
ABC7965,0.23,0,0
ABC7966,0.53,0,0
ABC7967,0.47,0,0
ABC7968,0.62,0,0
ABC7969,0.25,0,0
ABC7970,0.71,0,0
ABC7971,0.74,0,0
ABC7972,0.34,0,0
ABC7973,0.49,0,0
ABC7974,0.23,0,0
ABC7975,0.78,0,0
ABC7976,0.37,0,0
ABC7977,0.77,0,0
ABC7978,0.73,0,0
ABC7979,0.6,0,0
ABC7980,0.25,0,0
ABC7981,0.71,0,0
ABC7982,0.2,0,0
ABC7983,0.46,0,0
ABC7984,0.27,0,0
ABC7985,0.62,0,0
ABC7986,0.4,0,0
ABC7987,0.69,0,0
ABC7988,0.6,0,0
ABC7989,0.76,0,0
ABC7990,0.38,0,0
ABC7991,0.72,0,0
ABC7992,0.23,0,0
ABC7993,0.2,0,0
ABC7994,0.51,0,0
ABC7995,0.76,0,0
ABC7996,0.74,0,0
ABC7997,0.65,0,0
ABC7998,0.6,0,0
ABC7999,0.21,0,0
ABC8000,0.72,0,0
ABC8001,0.73,0,0
ABC8002,0.31,0,0
ABC8003,0.59,0,0
ABC8004,0.72,0,0
ABC8005,0.23,0,0
ABC8006,0.71,0,0
ABC8007,0.59,0,0
ABC8008,0.68,0,0
ABC8009,0.56,0,0
ABC8010,0.58,0,0
ABC8011,0.32,0,0
ABC8012,0.55,0,0
ABC8013,0.26,0,0
ABC8014,0.24,0,0
ABC8015,0.41,0,0
ABC8016,0.6,0,0
ABC8017,0.69,0,0
ABC8018,0.44,0,0
ABC8019,0.23,0,0
ABC8020,0.79,0,0
ABC8021,0.55,0,0
ABC8022,0.74,0,0
ABC8023,0.59,0,0
ABC8024,0.35,0,0
ABC8025,0.22,0,0
ABC8026,0.33,0,0
ABC8027,0.22,0,0
ABC8028,0.75,0,0
ABC8029,0.71,0,0
ABC8030,0.75,0,0
ABC8031,0.28,0,0
ABC8032,0.46,0,0
ABC8033,0.45,0,0
ABC8034,0.34,0,0
ABC8035,0.51,0,0
ABC8036,0.41,0,0
ABC8037,0.39,0,0
ABC8038,0.28,0,0
ABC8039,0.53,0,0
ABC8040,0.31,0,0
ABC8041,0.25,0,0
ABC8042,0.26,0,0
ABC8043,0.67,0,0
ABC8044,0.48,0,0
ABC8045,0.68,0,0
ABC8046,0.74,0,0
ABC8047,0.61,0,0
ABC8048,0.61,0,0
ABC8049,0.75,0,0
ABC8050,0.25,0,0
ABC8051,0.65,0,0
ABC8052,0.39,0,0
ABC8053,0.25,0,0
ABC8054,0.31,0,0
ABC8055,0.53,0,0
ABC8056,0.23,0,0
ABC8057,0.62,0,0
ABC8058,0.22,0,0
ABC8059,0.54,0,0
ABC8060,0.64,0,0
ABC8061,0.34,0,0
ABC8062,0.28,0,0
ABC8063,0.44,0,0
ABC8064,0.42,0,0
ABC8065,0.29,0,0
ABC8066,0.21,0,0
ABC8067,0.26,0,0
ABC8068,0.48,0,0
ABC8069,0.61,0,0
ABC8070,0.52,0,0
ABC8071,0.36,0,0
ABC8072,0.37,0,0
ABC8073,0.39,0,0
ABC8074,0.29,0,0
ABC8075,0.3,0,0
ABC8076,0.35,0,0
ABC8077,0.76,0,0
ABC8078,0.34,0,0
ABC8079,0.48,0,0
ABC8080,0.28,0,0
ABC8081,0.76,0,0
ABC8082,0.26,0,0
ABC8083,0.47,0,0
ABC8084,0.54,0,0
ABC8085,0.21,0,0
ABC8086,0.21,0,0
ABC8087,0.76,0,0
ABC8088,0.77,0,0
ABC8089,0.55,0,0
ABC8090,0.69,0,0
ABC8091,0.76,0,0
ABC8092,0.65,0,0
ABC8093,0.46,0,0
ABC8094,0.55,0,0
ABC8095,0.51,0,0
ABC8096,0.57,0,0
ABC8097,0.42,0,0
ABC8098,0.51,0,0
ABC8099,0.62,0,0
ABC8100,0.33,0,0
ABC8101,0.3,0,0
ABC8102,0.41,0,0
ABC8103,0.37,0,0
ABC8104,0.31,0,0
ABC8105,0.79,0,0
ABC8106,0.49,0,0
ABC8107,0.33,0,0
ABC8108,0.49,0,0
ABC8109,0.66,0,0
ABC8110,0.53,0,0
ABC8111,0.4,0,0
ABC8112,0.63,0,0
ABC8113,0.75,0,0
ABC8114,0.53,0,0
ABC8115,0.75,0,0
ABC8116,0.22,0,0
ABC8117,0.55,0,0
ABC8118,0.22,0,0
ABC8119,0.24,0,0
ABC8120,0.6,0,0
ABC8121,0.34,0,0
ABC8122,0.34,0,0
ABC8123,0.22,0,0
ABC8124,0.79,0,0
ABC8125,0.29,0,0
ABC8126,0.49,0,0
ABC8127,0.24,0,0
ABC8128,0.66,0,0
ABC8129,0.24,0,0
ABC8130,0.71,0,0
ABC8131,0.41,0,0
ABC8132,0.43,0,0
ABC8133,0.46,0,0
ABC8134,0.21,0,0
ABC8135,0.53,0,0
ABC8136,0.38,0,0
ABC8137,0.22,0,0
ABC8138,0.54,0,0
ABC8139,0.34,0,0
ABC8140,0.65,0,0
ABC8141,0.5,0,0
ABC8142,0.4,0,0
ABC8143,0.66,0,0
ABC8144,0.27,0,0
ABC8145,0.29,0,0
ABC8146,0.54,0,0
ABC8147,0.77,0,0
ABC8148,0.56,0,0
ABC8149,0.36,0,0
ABC8150,0.6,0,0
ABC8151,0.37,0,0
ABC8152,0.6,0,0
ABC8153,0.44,0,0
ABC8154,0.39,0,0
ABC8155,0.21,0,0
ABC8156,0.78,0,0
ABC8157,0.25,0,0
ABC8158,0.75,0,0
ABC8159,0.79,0,0
ABC8160,0.79,0,0
ABC8161,0.26,0,0
ABC8162,0.61,0,0
ABC8163,0.23,0,0
ABC8164,0.45,0,0
ABC8165,0.24,0,0
ABC8166,0.61,0,0
ABC8167,0.34,0,0
ABC8168,0.75,0,0
ABC8169,0.68,0,0
ABC8170,0.33,0,0
ABC8171,0.6,0,0
ABC8172,0.8,0,0
ABC8173,0.8,0,0
ABC8174,0.38,0,0
ABC8175,0.77,0,0
ABC8176,0.37,0,0
ABC8177,0.59,0,0
ABC8178,0.69,0,0
ABC8179,0.59,0,0
ABC8180,0.26,0,0
ABC8181,0.57,0,0
ABC8182,0.59,0,0
ABC8183,0.3,0,0
ABC8184,0.31,0,0
ABC8185,0.24,0,0
ABC8186,0.54,0,0
ABC8187,0.37,0,0
ABC8188,0.55,0,0
ABC8189,0.24,0,0
ABC8190,0.67,0,0
ABC8191,0.67,0,0
ABC8192,0.56,0,0
ABC8193,0.62,0,0
ABC8194,0.63,0,0
ABC8195,0.47,0,0
ABC8196,0.69,0,0
ABC8197,0.59,0,0
ABC8198,0.44,0,0
ABC8199,0.41,0,0
ABC8200,0.39,0,0
ABC8201,0.59,0,0
ABC8202,0.36,0,0
ABC8203,0.52,0,0
ABC8204,0.59,0,0
ABC8205,0.54,0,0
ABC8206,0.38,0,0
ABC8207,0.26,0,0
ABC8208,0.67,0,0
ABC8209,0.79,0,0
ABC8210,0.48,0,0
ABC8211,0.48,0,0
ABC8212,0.37,0,0
ABC8213,0.24,0,0
ABC8214,0.56,0,0
ABC8215,0.54,0,0
ABC8216,0.79,0,0
ABC8217,0.53,0,0
ABC8218,0.47,0,0
ABC8219,0.67,0,0
ABC8220,0.53,0,0
ABC8221,0.73,0,0
ABC8222,0.78,0,0
ABC8223,0.35,0,0
ABC8224,0.66,0,0
ABC8225,0.49,0,0
ABC8226,0.2,0,0
ABC8227,0.77,0,0
ABC8228,0.33,0,0
ABC8229,0.53,0,0
ABC8230,0.32,0,0
ABC8231,0.77,0,0
ABC8232,0.32,0,0
ABC8233,0.52,0,0
ABC8234,0.63,0,0
ABC8235,0.64,0,0
ABC8236,0.39,0,0
ABC8237,0.44,0,0
ABC8238,0.32,0,0
ABC8239,0.46,0,0
ABC8240,0.74,0,0
ABC8241,0.39,0,0
ABC8242,0.33,0,0
ABC8243,0.29,0,0
ABC8244,0.44,0,0
ABC8245,0.53,0,0
ABC8246,0.6,0,0
ABC8247,0.73,0,0
ABC8248,0.75,0,0
ABC8249,0.74,0,0
ABC8250,0.22,0,0
ABC8251,0.67,0,0
ABC8252,0.71,0,0
ABC8253,0.59,0,0
ABC8254,0.7,0,0
ABC8255,0.23,0,0
ABC8256,0.55,0,0
ABC8257,0.42,0,0
ABC8258,0.46,0,0
ABC8259,0.34,0,0
ABC8260,0.37,0,0
ABC8261,0.54,0,0
ABC8262,0.22,0,0
ABC8263,0.23,0,0
ABC8264,0.51,0,0
ABC8265,0.79,0,0
ABC8266,0.26,0,0
ABC8267,0.51,0,0
ABC8268,0.21,0,0
ABC8269,0.41,0,0
ABC8270,0.45,0,0
ABC8271,0.67,0,0
ABC8272,0.36,0,0
ABC8273,0.76,0,0
ABC8274,0.43,0,0
ABC8275,0.29,0,0
ABC8276,0.69,0,0
ABC8277,0.53,0,0
ABC8278,0.32,0,0
ABC8279,0.6,0,0
ABC8280,0.74,0,0
ABC8281,0.51,0,0
ABC8282,0.69,0,0
ABC8283,0.39,0,0
ABC8284,0.45,0,0
ABC8285,0.43,0,0
ABC8286,0.21,0,0
ABC8287,0.46,0,0
ABC8288,0.51,0,0
ABC8289,0.65,0,0
ABC8290,0.34,0,0
ABC8291,0.23,0,0
ABC8292,0.69,0,0
ABC8293,0.36,0,0
ABC8294,0.48,0,0
ABC8295,0.28,0,0
ABC8296,0.53,0,0
ABC8297,0.35,0,0
ABC8298,0.69,0,0
ABC8299,0.64,0,0
ABC8300,0.63,0,0
ABC8301,0.63,0,0
ABC8302,0.37,0,0
ABC8303,0.72,0,0
ABC8304,0.58,0,0
ABC8305,0.66,0,0
ABC8306,0.41,0,0
ABC8307,0.79,0,0
ABC8308,0.37,0,0
ABC8309,0.28,0,0
ABC8310,0.54,0,0
ABC8311,0.55,0,0
ABC8312,0.53,0,0
ABC8313,0.23,0,0
ABC8314,0.48,0,0
ABC8315,0.6,0,0
ABC8316,0.43,0,0
ABC8317,0.51,0,0
ABC8318,0.67,0,0
ABC8319,0.42,0,0
ABC8320,0.23,0,0
ABC8321,0.72,0,0
ABC8322,0.65,0,0
ABC8323,0.79,0,0
ABC8324,0.55,0,0
ABC8325,0.77,0,0
ABC8326,0.26,0,0
ABC8327,0.32,0,0
ABC8328,0.53,0,0
ABC8329,0.21,0,0
ABC8330,0.33,0,0
ABC8331,0.33,0,0
ABC8332,0.67,0,0
ABC8333,0.79,0,0
ABC8334,0.21,0,0
ABC8335,0.74,0,0
ABC8336,0.23,0,0
ABC8337,0.53,0,0
ABC8338,0.58,0,0
ABC8339,0.79,0,0
ABC8340,0.63,0,0
ABC8341,0.27,0,0
ABC8342,0.76,0,0
ABC8343,0.47,0,0
ABC8344,0.32,0,0
ABC8345,0.75,0,0
ABC8346,0.78,0,0
ABC8347,0.4,0,0
ABC8348,0.65,0,0
ABC8349,0.35,0,0
ABC8350,0.49,0,0
ABC8351,0.73,0,0
ABC8352,0.61,0,0
ABC8353,0.42,0,0
ABC8354,0.76,0,0
ABC8355,0.54,0,0
ABC8356,0.3,0,0
ABC8357,0.5,0,0
ABC8358,0.4,0,0
ABC8359,0.32,0,0
ABC8360,0.63,0,0
ABC8361,0.8,0,0
ABC8362,0.41,0,0
ABC8363,0.76,0,0
ABC8364,0.3,0,0
ABC8365,0.28,0,0
ABC8366,0.3,0,0
ABC8367,0.47,0,0
ABC8368,0.77,0,0
ABC8369,0.61,0,0
ABC8370,0.45,0,0
ABC8371,0.63,0,0
ABC8372,0.59,0,0
ABC8373,0.33,0,0
ABC8374,0.49,0,0
ABC8375,0.68,0,0
ABC8376,0.65,0,0
ABC8377,0.43,0,0
ABC8378,0.51,0,0
ABC8379,0.63,0,0
ABC8380,0.52,0,0
ABC8381,0.74,0,0
ABC8382,0.6,0,0
ABC8383,0.23,0,0
ABC8384,0.69,0,0
ABC8385,0.78,0,0
ABC8386,0.25,0,0
ABC8387,0.22,0,0
ABC8388,0.43,0,0
ABC8389,0.69,0,0
ABC8390,0.49,0,0
ABC8391,0.31,0,0
ABC8392,0.52,0,0
ABC8393,0.53,0,0
ABC8394,0.39,0,0
ABC8395,0.47,0,0
ABC8396,0.2,0,0
ABC8397,0.68,0,0
ABC8398,0.7,0,0
ABC8399,0.74,0,0
ABC8400,0.49,0,0
ABC8401,0.38,0,0
ABC8402,0.65,0,0
ABC8403,0.22,0,0
ABC8404,0.38,0,0
ABC8405,0.38,0,0
ABC8406,0.59,0,0
ABC8407,0.72,0,0
ABC8408,0.3,0,0
ABC8409,0.52,0,0
ABC8410,0.3,0,0
ABC8411,0.31,0,0
ABC8412,0.3,0,0
ABC8413,0.41,0,0
ABC8414,0.42,0,0
ABC8415,0.48,0,0
ABC8416,0.4,0,0
ABC8417,0.66,0,0
ABC8418,0.36,0,0
ABC8419,0.72,0,0
ABC8420,0.38,0,0
ABC8421,0.67,0,0
ABC8422,0.31,0,0
ABC8423,0.53,0,0
ABC8424,0.38,0,0
ABC8425,0.37,0,0
ABC8426,0.73,0,0
ABC8427,0.38,0,0
ABC8428,0.22,0,0
ABC8429,0.55,0,0
ABC8430,0.41,0,0
ABC8431,0.61,0,0
ABC8432,0.61,0,0
ABC8433,0.73,0,0
ABC8434,0.26,0,0
ABC8435,0.3,0,0
ABC8436,0.46,0,0
ABC8437,0.75,0,0
ABC8438,0.47,0,0
ABC8439,0.65,0,0
ABC8440,0.67,0,0
ABC8441,0.42,0,0
ABC8442,0.74,0,0
ABC8443,0.22,0,0
ABC8444,0.71,0,0
ABC8445,0.37,0,0
ABC8446,0.45,0,0
ABC8447,0.46,0,0
ABC8448,0.27,0,0
ABC8449,0.53,0,0
ABC8450,0.51,0,0
ABC8451,0.25,0,0
ABC8452,0.39,0,0
ABC8453,0.49,0,0
ABC8454,0.28,0,0
ABC8455,0.37,0,0
ABC8456,0.42,0,0
ABC8457,0.42,0,0
ABC8458,0.32,0,0
ABC8459,0.71,0,0
ABC8460,0.6,0,0
ABC8461,0.79,0,0
ABC8462,0.59,0,0
ABC8463,0.63,0,0
ABC8464,0.58,0,0
ABC8465,0.65,0,0
ABC8466,0.24,0,0
ABC8467,0.36,0,0
ABC8468,0.24,0,0
ABC8469,0.26,0,0
ABC8470,0.21,0,0
ABC8471,0.47,0,0
ABC8472,0.34,0,0
ABC8473,0.24,0,0
ABC8474,0.44,0,0
ABC8475,0.63,0,0
ABC8476,0.41,0,0
ABC8477,0.52,0,0
ABC8478,0.2,0,0
ABC8479,0.47,0,0
ABC8480,0.31,0,0
ABC8481,0.69,0,0
ABC8482,0.22,0,0
ABC8483,0.74,0,0
ABC8484,0.73,0,0
ABC8485,0.78,0,0
ABC8486,0.59,0,0
ABC8487,0.68,0,0
ABC8488,0.68,0,0
ABC8489,0.41,0,0
ABC8490,0.67,0,0
ABC8491,0.56,0,0
ABC8492,0.25,0,0
ABC8493,0.48,0,0
ABC8494,0.37,0,0
ABC8495,0.47,0,0
ABC8496,0.55,0,0
ABC8497,0.61,0,0
ABC8498,0.76,0,0
ABC8499,0.62,0,0
ABC8500,0.55,0,0
ABC8501,0.47,0,0
ABC8502,0.24,0,0
ABC8503,0.28,0,0
ABC8504,0.46,0,0
ABC8505,0.73,0,0
ABC8506,0.79,0,0
ABC8507,0.24,0,0
ABC8508,0.66,0,0
ABC8509,0.24,0,0
ABC8510,0.35,0,0
ABC8511,0.64,0,0
ABC8512,0.61,0,0
ABC8513,0.73,0,0
ABC8514,0.7,0,0
ABC8515,0.77,0,0
ABC8516,0.46,0,0
ABC8517,0.63,0,0
ABC8518,0.79,0,0
ABC8519,0.28,0,0
ABC8520,0.5,0,0
ABC8521,0.47,0,0
ABC8522,0.35,0,0
ABC8523,0.71,0,0
ABC8524,0.68,0,0
ABC8525,0.48,0,0
ABC8526,0.58,0,0
ABC8527,0.59,0,0
ABC8528,0.52,0,0
ABC8529,0.68,0,0
ABC8530,0.35,0,0
ABC8531,0.5,0,0
ABC8532,0.69,0,0
ABC8533,0.52,0,0
ABC8534,0.6,0,0
ABC8535,0.32,0,0
ABC8536,0.73,0,0
ABC8537,0.71,0,0
ABC8538,0.48,0,0
ABC8539,0.47,0,0
ABC8540,0.61,0,0
ABC8541,0.52,0,0
ABC8542,0.7,0,0
ABC8543,0.64,0,0
ABC8544,0.57,0,0
ABC8545,0.34,0,0
ABC8546,0.46,0,0
ABC8547,0.36,0,0
ABC8548,0.47,0,0
ABC8549,0.38,0,0
ABC8550,0.39,0,0
ABC8551,0.68,0,0
ABC8552,0.38,0,0
ABC8553,0.66,0,0
ABC8554,0.47,0,0
ABC8555,0.75,0,0
ABC8556,0.35,0,0
ABC8557,0.74,0,0
ABC8558,0.49,0,0
ABC8559,0.79,0,0
ABC8560,0.45,0,0
ABC8561,0.71,0,0
ABC8562,0.79,0,0
ABC8563,0.31,0,0
ABC8564,0.71,0,0
ABC8565,0.68,0,0
ABC8566,0.42,0,0
ABC8567,0.31,0,0
ABC8568,0.36,0,0
ABC8569,0.27,0,0
ABC8570,0.24,0,0
ABC8571,0.65,0,0
ABC8572,0.3,0,0
ABC8573,0.29,0,0
ABC8574,0.21,0,0
ABC8575,0.29,0,0
ABC8576,0.63,0,0
ABC8577,0.29,0,0
ABC8578,0.8,0,0
ABC8579,0.53,0,0
ABC8580,0.8,0,0
ABC8581,0.68,0,0
ABC8582,0.74,0,0
ABC8583,0.73,0,0
ABC8584,0.42,0,0
ABC8585,0.53,0,0
ABC8586,0.29,0,0
ABC8587,0.34,0,0
ABC8588,0.31,0,0
ABC8589,0.6,0,0
ABC8590,0.41,0,0
ABC8591,0.62,0,0
ABC8592,0.7,0,0
ABC8593,0.25,0,0
ABC8594,0.33,0,0
ABC8595,0.43,0,0
ABC8596,0.56,0,0
ABC8597,0.61,0,0
ABC8598,0.34,0,0
ABC8599,0.36,0,0
ABC8600,0.27,0,0
ABC8601,0.29,0,0
ABC8602,0.44,0,0
ABC8603,0.22,0,0
ABC8604,0.21,0,0
ABC8605,0.52,0,0
ABC8606,0.22,0,0
ABC8607,0.38,0,0
ABC8608,0.5,0,0
ABC8609,0.38,0,0
ABC8610,0.59,0,0
ABC8611,0.49,0,0
ABC8612,0.36,0,0
ABC8613,0.53,0,0
ABC8614,0.35,0,0
ABC8615,0.3,0,0
ABC8616,0.54,0,0
ABC8617,0.36,0,0
ABC8618,0.32,0,0
ABC8619,0.61,0,0
ABC8620,0.49,0,0
ABC8621,0.78,0,0
ABC8622,0.25,0,0
ABC8623,0.56,0,0
ABC8624,0.61,0,0
ABC8625,0.42,0,0
ABC8626,0.79,0,0
ABC8627,0.7,0,0
ABC8628,0.32,0,0
ABC8629,0.78,0,0
ABC8630,0.36,0,0
ABC8631,0.38,0,0
ABC8632,0.25,0,0
ABC8633,0.33,0,0
ABC8634,0.38,0,0
ABC8635,0.22,0,0
ABC8636,0.75,0,0
ABC8637,0.28,0,0
ABC8638,0.71,0,0
ABC8639,0.71,0,0
ABC8640,0.69,0,0
ABC8641,0.57,0,0
ABC8642,0.69,0,0
ABC8643,0.4,0,0
ABC8644,0.52,0,0
ABC8645,0.31,0,0
ABC8646,0.55,0,0
ABC8647,0.22,0,0
ABC8648,0.78,0,0
ABC8649,0.44,0,0
ABC8650,0.52,0,0
ABC8651,0.55,0,0
ABC8652,0.44,0,0
ABC8653,0.31,0,0
ABC8654,0.55,0,0
ABC8655,0.29,0,0
ABC8656,0.44,0,0
ABC8657,0.79,0,0
ABC8658,0.24,0,0
ABC8659,0.37,0,0
ABC8660,0.35,0,0
ABC8661,0.67,0,0
ABC8662,0.43,0,0
ABC8663,0.77,0,0
ABC8664,0.64,0,0
ABC8665,0.4,0,0
ABC8666,0.5,0,0
ABC8667,0.6,0,0
ABC8668,0.71,0,0
ABC8669,0.62,0,0
ABC8670,0.57,0,0
ABC8671,0.32,0,0
ABC8672,0.44,0,0
ABC8673,0.38,0,0
ABC8674,0.33,0,0
ABC8675,0.78,0,0
ABC8676,0.34,0,0
ABC8677,0.65,0,0
ABC8678,0.25,0,0
ABC8679,0.46,0,0
ABC8680,0.22,0,0
ABC8681,0.53,0,0
ABC8682,0.56,0,0
ABC8683,0.44,0,0
ABC8684,0.29,0,0
ABC8685,0.63,0,0
ABC8686,0.45,0,0
ABC8687,0.32,0,0
ABC8688,0.22,0,0
ABC8689,0.34,0,0
ABC8690,0.64,0,0
ABC8691,0.79,0,0
ABC8692,0.74,0,0
ABC8693,0.29,0,0
ABC8694,0.59,0,0
ABC8695,0.39,0,0
ABC8696,0.45,0,0
ABC8697,0.52,0,0
ABC8698,0.57,0,0
ABC8699,0.79,0,0
ABC8700,0.21,0,0
ABC8701,0.4,0,0
ABC8702,0.28,0,0
ABC8703,0.59,0,0
ABC8704,0.76,0,0
ABC8705,0.71,0,0
ABC8706,0.47,0,0
ABC8707,0.43,0,0
ABC8708,0.73,0,0
ABC8709,0.41,0,0
ABC8710,0.74,0,0
ABC8711,0.5,0,0
ABC8712,0.54,0,0
ABC8713,0.63,0,0
ABC8714,0.77,0,0
ABC8715,0.64,0,0
ABC8716,0.24,0,0
ABC8717,0.32,0,0
ABC8718,0.24,0,0
ABC8719,0.54,0,0
ABC8720,0.63,0,0
ABC8721,0.67,0,0
ABC8722,0.73,0,0
ABC8723,0.37,0,0
ABC8724,0.55,0,0
ABC8725,0.74,0,0
ABC8726,0.22,0,0
ABC8727,0.78,0,0
ABC8728,0.64,0,0
ABC8729,0.72,0,0
ABC8730,0.59,0,0
ABC8731,0.51,0,0
ABC8732,0.56,0,0
ABC8733,0.68,0,0
ABC8734,0.76,0,0
ABC8735,0.72,0,0
ABC8736,0.39,0,0
ABC8737,0.74,0,0
ABC8738,0.48,0,0
ABC8739,0.31,0,0
ABC8740,0.33,0,0
ABC8741,0.53,0,0
ABC8742,0.75,0,0
ABC8743,0.73,0,0
ABC8744,0.32,0,0
ABC8745,0.71,0,0
ABC8746,0.23,0,0
ABC8747,0.48,0,0
ABC8748,0.26,0,0
ABC8749,0.53,0,0
ABC8750,0.31,0,0
ABC8751,0.38,0,0
ABC8752,0.7,0,0
ABC8753,0.47,0,0
ABC8754,0.3,0,0
ABC8755,0.27,0,0
ABC8756,0.77,0,0
ABC8757,0.42,0,0
ABC8758,0.31,0,0
ABC8759,0.22,0,0
ABC8760,0.27,0,0
ABC8761,0.29,0,0
ABC8762,0.49,0,0
ABC8763,0.54,0,0
ABC8764,0.38,0,0
ABC8765,0.25,0,0
ABC8766,0.54,0,0
ABC8767,0.36,0,0
ABC8768,0.57,0,0
ABC8769,0.72,0,0
ABC8770,0.57,0,0
ABC8771,0.26,0,0
ABC8772,0.72,0,0
ABC8773,0.64,0,0
ABC8774,0.29,0,0
ABC8775,0.35,0,0
ABC8776,0.61,0,0
ABC8777,0.24,0,0
ABC8778,0.45,0,0
ABC8779,0.22,0,0
ABC8780,0.38,0,0
ABC8781,0.23,0,0
ABC8782,0.61,0,0
ABC8783,0.76,0,0
ABC8784,0.75,0,0
ABC8785,0.28,0,0
ABC8786,0.3,0,0
ABC8787,0.36,0,0
ABC8788,0.67,0,0
ABC8789,0.78,0,0
ABC8790,0.25,0,0
ABC8791,0.36,0,0
ABC8792,0.36,0,0
ABC8793,0.76,0,0
ABC8794,0.68,0,0
ABC8795,0.67,0,0
ABC8796,0.69,0,0
ABC8797,0.5,0,0
ABC8798,0.31,0,0
ABC8799,0.72,0,0
ABC8800,0.58,0,0
ABC8801,0.47,0,0
ABC8802,0.27,0,0
ABC8803,0.36,0,0
ABC8804,0.32,0,0
ABC8805,0.55,0,0
ABC8806,0.4,0,0
ABC8807,0.36,0,0
ABC8808,0.58,0,0
ABC8809,0.4,0,0
ABC8810,0.48,0,0
ABC8811,0.76,0,0
ABC8812,0.6,0,0
ABC8813,0.65,0,0
ABC8814,0.68,0,0
ABC8815,0.72,0,0
ABC8816,0.54,0,0
ABC8817,0.32,0,0
ABC8818,0.62,0,0
ABC8819,0.71,0,0
ABC8820,0.68,0,0
ABC8821,0.39,0,0
ABC8822,0.23,0,0
ABC8823,0.33,0,0
ABC8824,0.71,0,0
ABC8825,0.69,0,0
ABC8826,0.24,0,0
